identifier_client,price,adate,curve_name
US693506BE61,98.78,2025-04-30,USD_SWAP
US126408GY39,82.22,2025-04-30,USD_SWAP
US202795JA91,78.67,2025-04-30,USD_SWAP
US07274NBA00,95.51,2025-04-30,USD_SWAP
US037833EW60,94.9,2025-04-30,USD_SWAP
US136375BW18,74.91,2025-04-30,USD_SWAP
US842400EZ22,96.43,2025-04-30,USD_SWAP
US31620MBU99,71.24,2025-04-30,USD_SWAP
US546676AU17,94.55,2025-04-30,USD_SWAP
US654106AG82,71.59,2025-04-30,USD_SWAP
US75513ECA73,91.63,2025-04-30,USD_SWAP
US69047QAC69,99.06,2025-04-30,USD_SWAP
US263901AB68,108.68,2025-04-30,USD_SWAP
US58933YBL83,92.87,2025-04-30,USD_SWAP
US23338VAA44,81.47,2025-04-30,USD_SWAP
US002824BH26,93.46,2025-04-30,USD_SWAP
US92212WAE03,109.49,2025-04-30,USD_SWAP
US69351UAT07,82.85,2025-04-30,USD_SWAP
US084423AP79,104.17,2025-04-30,USD_SWAP
US59156RBD98,82.89,2025-04-30,USD_SWAP
US816851BH17,80.73,2025-04-30,USD_SWAP
US690742AB73,110.81,2025-04-30,USD_SWAP
US29379VAG86,105.23,2025-04-30,USD_SWAP
US345397G982,98.74,2025-04-30,USD_SWAP
US25468PDB94,82.71,2025-04-30,USD_SWAP
US69351UAN37,95.72,2025-04-30,USD_SWAP
US404280EL97,99.09,2025-04-30,USD_SWAP
US423012AE38,81.26,2025-04-30,USD_SWAP
US478111AC18,78.55,2025-04-30,USD_SWAP
US231021AS53,58.66,2025-04-30,USD_SWAP
US695114CG18,104.91,2025-04-30,USD_SWAP
US12189LBF76,65.64,2025-04-30,USD_SWAP
US202712BL88,79.14,2025-04-30,USD_SWAP
US278062AF18,79.56,2025-04-30,USD_SWAP
US341099CN76,100.61,2025-04-30,USD_SWAP
US494368BV45,69.47,2025-04-30,USD_SWAP
US609207AW50,59.14,2025-04-30,USD_SWAP
US437076AV48,104.8,2025-04-30,USD_SWAP
US23879AAA51,99.0,2025-04-30,USD_SWAP
US278865BJ87,59.44,2025-04-30,USD_SWAP
US925524AV24,93.75,2025-04-30,USD_SWAP
US30231GAZ54,66.9,2025-04-30,USD_SWAP
US110122DS47,57.84,2025-04-30,USD_SWAP
US57636QAQ73,78.34,2025-04-30,USD_SWAP
US046353AM00,86.15,2025-04-30,USD_SWAP
US68233JAF12,118.6,2025-04-30,USD_SWAP
US68389XBW48,77.62,2025-04-30,USD_SWAP
US12189LAE11,98.08,2025-04-30,USD_SWAP
US032654AX37,63.91,2025-04-30,USD_SWAP
US717081DK61,86.37,2025-04-30,USD_SWAP
US665772CR86,63.89,2025-04-30,USD_SWAP
US571676AE56,80.76,2025-04-30,USD_SWAP
US12189LAN10,86.95,2025-04-30,USD_SWAP
US717081CY74,116.26,2025-04-30,USD_SWAP
US594918BU71,80.19,2025-04-30,USD_SWAP
US637432NK73,98.44,2025-04-30,USD_SWAP
US09951LAD55,99.07,2025-04-30,USD_SWAP
US235851AW20,61.47,2025-04-30,USD_SWAP
US50205MAE93,94.79,2025-04-30,USD_SWAP
US12189LAC54,94.26,2025-04-30,USD_SWAP
US896516AA97,82.73,2025-04-30,USD_SWAP
US98459HAA05,57.08,2025-04-30,USD_SWAP
US655844BM95,80.75,2025-04-30,USD_SWAP
US166756AU09,97.48,2025-04-30,USD_SWAP
US26442CAN48,81.48,2025-04-30,USD_SWAP
US210518CU85,80.69,2025-04-30,USD_SWAP
US46115HBV87,114.26,2025-04-30,USD_SWAP
US87938WAC73,110.47,2025-04-30,USD_SWAP
US291011BS25,61.52,2025-04-30,USD_SWAP
US05971U2H96,97.79,2025-04-30,USD_SWAP
US539830BD07,78.63,2025-04-30,USD_SWAP
US548661DV65,93.05,2025-04-30,USD_SWAP
US58013MEK62,91.8,2025-04-30,USD_SWAP
US86564UAA88,73.03,2025-04-30,USD_SWAP
US02364WAP05,104.01,2025-04-30,USD_SWAP
US875127AV48,105.96,2025-04-30,USD_SWAP
US78409VAQ77,69.26,2025-04-30,USD_SWAP
US149123CJ87,69.15,2025-04-30,USD_SWAP
US55903VBC63,85.4,2025-04-30,USD_SWAP
US256141AB88,86.72,2025-04-30,USD_SWAP
US717081DT70,100.07,2025-04-30,USD_SWAP
US92343VBG86,79.26,2025-04-30,USD_SWAP
US29379VAM54,118.69,2025-04-30,USD_SWAP
US875127AW21,103.79,2025-04-30,USD_SWAP
US929089AF72,91.29,2025-04-30,USD_SWAP
US23338VAE65,76.99,2025-04-30,USD_SWAP
US69351UAW36,65.5,2025-04-30,USD_SWAP
US231021AQ97,92.72,2025-04-30,USD_SWAP
US571676AQ86,56.62,2025-04-30,USD_SWAP
US797440BK95,103.85,2025-04-30,USD_SWAP
US29365TAD63,96.82,2025-04-30,USD_SWAP
US350930AH62,101.58,2025-04-30,USD_SWAP
US341081GE16,62.93,2025-04-30,USD_SWAP
US341081FE25,95.09,2025-04-30,USD_SWAP
US225313AQ88,101.39,2025-04-30,USD_SWAP
US907818EK00,71.83,2025-04-30,USD_SWAP
US695114CD86,100.26,2025-04-30,USD_SWAP
US427866BB38,67.51,2025-04-30,USD_SWAP
US039483BH46,81.7,2025-04-30,USD_SWAP
US760759AK65,106.99,2025-04-30,USD_SWAP
US035240AG57,93.19,2025-04-30,USD_SWAP
US76720AAG13,83.19,2025-04-30,USD_SWAP
US00440EAQ08,83.36,2025-04-30,USD_SWAP
US437076CK64,60.92,2025-04-30,USD_SWAP
US049560AL95,83.41,2025-04-30,USD_SWAP
US03523TBF49,126.84,2025-04-30,USD_SWAP
US26442CAM64,84.72,2025-04-30,USD_SWAP
US24668PAE79,101.38,2025-04-30,USD_SWAP
US744448CA74,107.97,2025-04-30,USD_SWAP
US437076BA91,84.39,2025-04-30,USD_SWAP
US459200HF10,81.64,2025-04-30,USD_SWAP
US57636QAL86,75.66,2025-04-30,USD_SWAP
US911312AR75,76.98,2025-04-30,USD_SWAP
US149123CF65,69.45,2025-04-30,USD_SWAP
US21685WCJ45,96.6,2025-04-30,USD_SWAP
US713448DD75,87.46,2025-04-30,USD_SWAP
US341081FL67,81.95,2025-04-30,USD_SWAP
US84265VAA35,112.75,2025-04-30,USD_SWAP
US651639AM86,106.89,2025-04-30,USD_SWAP
US039482AC84,60.2,2025-04-30,USD_SWAP
US708696BV09,105.08,2025-04-30,USD_SWAP
US666807BD31,94.07,2025-04-30,USD_SWAP
US539830BQ10,62.27,2025-04-30,USD_SWAP
US375558BT99,62.16,2025-04-30,USD_SWAP
US09659DAB29,73.04,2025-04-30,USD_SWAP
US00913RAE62,74.03,2025-04-30,USD_SWAP
US785592AZ90,101.79,2025-04-30,USD_SWAP
US161175CR30,103.01,2025-04-30,USD_SWAP
US12565WAC55,71.69,2025-04-30,USD_SWAP
US38141GZN77,74.54,2025-04-30,USD_SWAP
US384802AC87,77.7,2025-04-30,USD_SWAP
US06406YAB83,99.91,2025-04-30,USD_SWAP
US05634WAB81,99.62,2025-04-30,USD_SWAP
US817826AF77,64.5,2025-04-30,USD_SWAP
US88032WBB19,78.18,2025-04-30,USD_SWAP
US713448EM65,71.62,2025-04-30,USD_SWAP
US16876BAB80,59.24,2025-04-30,USD_SWAP
US91324PCA84,81.08,2025-04-30,USD_SWAP
US40053XAB55,111.58,2025-04-30,USD_SWAP
US632525AW16,66.33,2025-04-30,USD_SWAP
US49177JAM45,95.59,2025-04-30,USD_SWAP
US16876HAB50,57.74,2025-04-30,USD_SWAP
US05329WAT99,98.84,2025-04-30,USD_SWAP
US057224AZ09,94.97,2025-04-30,USD_SWAP
US882484AC28,54.8,2025-04-30,USD_SWAP
US278865AM26,99.99,2025-04-30,USD_SWAP
US58933YBF16,61.05,2025-04-30,USD_SWAP
US668103AC89,59.28,2025-04-30,USD_SWAP
US882508BM50,60.32,2025-04-30,USD_SWAP
US427866AW83,72.48,2025-04-30,USD_SWAP
US98389BAH33,105.48,2025-04-30,USD_SWAP
US67777JAK43,66.04,2025-04-30,USD_SWAP
US29157TAE64,64.97,2025-04-30,USD_SWAP
US209111FA63,101.37,2025-04-30,USD_SWAP
US713448DV73,81.27,2025-04-30,USD_SWAP
US055451AR98,83.48,2025-04-30,USD_SWAP
US25468PDN33,67.14,2025-04-30,USD_SWAP
US144141CY20,106.79,2025-04-30,USD_SWAP
US09659T2C41,68.36,2025-04-30,USD_SWAP
US797440BJ23,104.17,2025-04-30,USD_SWAP
US87938WAV54,89.93,2025-04-30,USD_SWAP
US26882PBE16,112.79,2025-04-30,USD_SWAP
US744448CG45,76.82,2025-04-30,USD_SWAP
US260003AG33,109.32,2025-04-30,USD_SWAP
US92976GAJ04,109.19,2025-04-30,USD_SWAP
US594918BE30,81.57,2025-04-30,USD_SWAP
US641423BZ08,97.92,2025-04-30,USD_SWAP
US586054AA68,93.81,2025-04-30,USD_SWAP
US50077LAX47,89.39,2025-04-30,USD_SWAP
US491674BG15,94.73,2025-04-30,USD_SWAP
US05571ABA25,103.51,2025-04-30,USD_SWAP
US244199BK00,77.32,2025-04-30,USD_SWAP
US30251BAC28,111.06,2025-04-30,USD_SWAP
US575718AJ03,66.51,2025-04-30,USD_SWAP
US13034VAB09,85.46,2025-04-30,USD_SWAP
US166756AT36,105.88,2025-04-30,USD_SWAP
US68233JAH77,96.31,2025-04-30,USD_SWAP
US914886AE62,62.53,2025-04-30,USD_SWAP
US12189LAK70,86.58,2025-04-30,USD_SWAP
US717081FA61,60.95,2025-04-30,USD_SWAP
US161175CP73,103.45,2025-04-30,USD_SWAP
US58013MEN02,78.35,2025-04-30,USD_SWAP
US166764CA68,66.92,2025-04-30,USD_SWAP
US428291AP36,98.91,2025-04-30,USD_SWAP
US404280DS59,113.59,2025-04-30,USD_SWAP
US438516CA21,62.53,2025-04-30,USD_SWAP
US571903BU68,97.92,2025-04-30,USD_SWAP
US50066AAD54,109.32,2025-04-30,USD_SWAP
US03837AAB61,92.71,2025-04-30,USD_SWAP
US025816DR72,102.37,2025-04-30,USD_SWAP
US05526DBD66,87.38,2025-04-30,USD_SWAP
US737679DC18,123.88,2025-04-30,USD_SWAP
US039483BE15,88.59,2025-04-30,USD_SWAP
US512807AW84,63.8,2025-04-30,USD_SWAP
US58013MER16,76.83,2025-04-30,USD_SWAP
US254687FM36,62.13,2025-04-30,USD_SWAP
US46625HJB78,101.16,2025-04-30,USD_SWAP
US26442TAH05,61.42,2025-04-30,USD_SWAP
US126650DP20,67.48,2025-04-30,USD_SWAP
US833636AP80,95.5,2025-04-30,USD_SWAP
US74456QCD60,60.86,2025-04-30,USD_SWAP
US57636QAK04,80.7,2025-04-30,USD_SWAP
US74340XBQ34,51.92,2025-04-30,USD_SWAP
US928668CS92,98.4,2025-04-30,USD_SWAP
US760759AW04,66.89,2025-04-30,USD_SWAP
US12621EAM57,102.63,2025-04-30,USD_SWAP
US48126BAA17,99.09,2025-04-30,USD_SWAP
US125896BU39,93.11,2025-04-30,USD_SWAP
US37045VAH33,92.28,2025-04-30,USD_SWAP
US20030NAY76,109.8,2025-04-30,USD_SWAP
US594918CB81,90.58,2025-04-30,USD_SWAP
US023135BU94,57.52,2025-04-30,USD_SWAP
US049560AK13,99.98,2025-04-30,USD_SWAP
US038222AP03,61.91,2025-04-30,USD_SWAP
US80414L2E48,85.64,2025-04-30,USD_SWAP
US87162WAL46,99.8,2025-04-30,USD_SWAP
US91481CAD20,56.29,2025-04-30,USD_SWAP
US219023AC21,108.83,2025-04-30,USD_SWAP
US785931AA40,100.17,2025-04-30,USD_SWAP
US665772CS69,59.18,2025-04-30,USD_SWAP
US85855CAE03,99.47,2025-04-30,USD_SWAP
US03718NAC02,101.07,2025-04-30,USD_SWAP
US743315AQ62,77.68,2025-04-30,USD_SWAP
US79466LAL80,63.97,2025-04-30,USD_SWAP
US009158BA32,62.78,2025-04-30,USD_SWAP
US505861AC85,112.14,2025-04-30,USD_SWAP
US896517AA70,72.95,2025-04-30,USD_SWAP
US25468PCR55,83.84,2025-04-30,USD_SWAP
US85771PAL67,81.41,2025-04-30,USD_SWAP
US74456QBB14,79.59,2025-04-30,USD_SWAP
US69351UAS24,83.58,2025-04-30,USD_SWAP
US82937AAB98,108.97,2025-04-30,USD_SWAP
US046353AZ13,65.63,2025-04-30,USD_SWAP
US785931AB23,97.2,2025-04-30,USD_SWAP
US09581JAT34,101.03,2025-04-30,USD_SWAP
US822582AT91,77.59,2025-04-30,USD_SWAP
US037833EL06,60.1,2025-04-30,USD_SWAP
US58933YAJ47,83.99,2025-04-30,USD_SWAP
US842400FC28,98.15,2025-04-30,USD_SWAP
US632525CF64,100.45,2025-04-30,USD_SWAP
US58933YAT29,77.73,2025-04-30,USD_SWAP
US039483BC58,103.39,2025-04-30,USD_SWAP
US172967PG03,98.76,2025-04-30,USD_SWAP
US235851AV47,59.54,2025-04-30,USD_SWAP
US037833CH12,85.28,2025-04-30,USD_SWAP
US958667AG21,95.51,2025-04-30,USD_SWAP
US863667AZ46,64.37,2025-04-30,USD_SWAP
US82620KAM53,71.72,2025-04-30,USD_SWAP
US377372AJ68,84.63,2025-04-30,USD_SWAP
US209111EY58,99.32,2025-04-30,USD_SWAP
US00206RKD34,70.78,2025-04-30,USD_SWAP
US826418BE49,109.82,2025-04-30,USD_SWAP
US341081FH55,79.65,2025-04-30,USD_SWAP
US85325C2E16,103.38,2025-04-30,USD_SWAP
US56585ABL52,98.14,2025-04-30,USD_SWAP
US023135BJ40,82.42,2025-04-30,USD_SWAP
US92826CAJ18,76.54,2025-04-30,USD_SWAP
US38143YAC75,105.23,2025-04-30,USD_SWAP
US59001ABG67,97.39,2025-04-30,USD_SWAP
US29287TAB52,102.09,2025-04-30,USD_SWAP
US745332CA21,102.14,2025-04-30,USD_SWAP
US819892AL41,60.71,2025-04-30,USD_SWAP
US36143L2S34,99.3,2025-04-30,USD_SWAP
US373334JS15,91.12,2025-04-30,USD_SWAP
US210518CZ72,71.12,2025-04-30,USD_SWAP
US74456QBA31,77.89,2025-04-30,USD_SWAP
US12189LAJ08,87.2,2025-04-30,USD_SWAP
US902613AL27,71.84,2025-04-30,USD_SWAP
US404280AG49,106.27,2025-04-30,USD_SWAP
US740189AH88,80.97,2025-04-30,USD_SWAP
US595112CH45,101.07,2025-04-30,USD_SWAP
US78348BAA08,102.72,2025-04-30,USD_SWAP
US539830BB41,83.12,2025-04-30,USD_SWAP
US291011BM54,61.98,2025-04-30,USD_SWAP
US45115AAC80,99.37,2025-04-30,USD_SWAP
US341081FD42,97.11,2025-04-30,USD_SWAP
US126408HT35,57.8,2025-04-30,USD_SWAP
US478165AG84,91.73,2025-04-30,USD_SWAP
US548661EE32,68.1,2025-04-30,USD_SWAP
US67021CAF41,99.48,2025-04-30,USD_SWAP
US084664CV10,63.58,2025-04-30,USD_SWAP
US906548CJ95,81.05,2025-04-30,USD_SWAP
US06051GMQ90,99.29,2025-04-30,USD_SWAP
US169905AH91,98.02,2025-04-30,USD_SWAP
US72650RBQ48,100.26,2025-04-30,USD_SWAP
US682680AN39,100.68,2025-04-30,USD_SWAP
US494368CA98,64.35,2025-04-30,USD_SWAP
US171239AH94,63.25,2025-04-30,USD_SWAP
US30231GAN25,76.08,2025-04-30,USD_SWAP
US25468PCP99,87.07,2025-04-30,USD_SWAP
US639057AP32,103.08,2025-04-30,USD_SWAP
US532457BR81,81.13,2025-04-30,USD_SWAP
US12189LAG68,93.87,2025-04-30,USD_SWAP
US10112RBJ23,98.23,2025-04-30,USD_SWAP
US67077MAF59,101.56,2025-04-30,USD_SWAP
US816300AJ62,99.67,2025-04-30,USD_SWAP
US210518DJ22,54.0,2025-04-30,USD_SWAP
US00287YAM12,87.39,2025-04-30,USD_SWAP
US38141GXA74,87.66,2025-04-30,USD_SWAP
US931142EC31,82.57,2025-04-30,USD_SWAP
US06738ECZ60,99.85,2025-04-30,USD_SWAP
US136375CK60,70.58,2025-04-30,USD_SWAP
US136385AG66,99.11,2025-04-30,USD_SWAP
US578454AB60,79.24,2025-04-30,USD_SWAP
US85771PAE25,85.57,2025-04-30,USD_SWAP
US92826CAF95,86.12,2025-04-30,USD_SWAP
US341081FF99,84.11,2025-04-30,USD_SWAP
US833636AN33,102.51,2025-04-30,USD_SWAP
US345397G313,96.52,2025-04-30,USD_SWAP
US595620AW50,60.47,2025-04-30,USD_SWAP
US46128MAT80,100.25,2025-04-30,USD_SWAP
US136375CZ30,57.44,2025-04-30,USD_SWAP
US20825CAQ78,109.86,2025-04-30,USD_SWAP
US23345MAD92,98.61,2025-04-30,USD_SWAP
US720198AF73,77.47,2025-04-30,USD_SWAP
US20030NAV38,112.74,2025-04-30,USD_SWAP
US734865AA63,95.76,2025-04-30,USD_SWAP
US037833EG11,59.6,2025-04-30,USD_SWAP
US25468PCX24,78.66,2025-04-30,USD_SWAP
US797440BM51,88.51,2025-04-30,USD_SWAP
US89417EAQ26,59.23,2025-04-30,USD_SWAP
US42809HAC16,105.18,2025-04-30,USD_SWAP
US4041A2AF14,98.42,2025-04-30,USD_SWAP
US22822VAX91,70.1,2025-04-30,USD_SWAP
US023135CB05,67.57,2025-04-30,USD_SWAP
US19416QEK22,77.27,2025-04-30,USD_SWAP
US913017BP39,105.58,2025-04-30,USD_SWAP
US278865BN99,60.97,2025-04-30,USD_SWAP
US012653AE17,91.22,2025-04-30,USD_SWAP
US39541EAD58,100.47,2025-04-30,USD_SWAP
US742718FB02,76.37,2025-04-30,USD_SWAP
US149123CD18,86.21,2025-04-30,USD_SWAP
US47233WEJ45,101.01,2025-04-30,USD_SWAP
US758750AP89,101.0,2025-04-30,USD_SWAP
US963320AZ92,89.09,2025-04-30,USD_SWAP
US85440KAA25,76.47,2025-04-30,USD_SWAP
US037833BX70,91.17,2025-04-30,USD_SWAP
US38141GYC22,72.92,2025-04-30,USD_SWAP
US038222AG04,104.63,2025-04-30,USD_SWAP
US47103MAB46,95.68,2025-04-30,USD_SWAP
US437076CG52,56.2,2025-04-30,USD_SWAP
US21987BAK44,98.08,2025-04-30,USD_SWAP
US11575TAC27,64.96,2025-04-30,USD_SWAP
US57636QAH74,79.2,2025-04-30,USD_SWAP
US911312BV78,96.82,2025-04-30,USD_SWAP
US191216CY47,58.98,2025-04-30,USD_SWAP
US976826BE63,107.32,2025-04-30,USD_SWAP
US200339EX39,94.05,2025-04-30,USD_SWAP
US30251BAB45,110.14,2025-04-30,USD_SWAP
US803014AB57,105.11,2025-04-30,USD_SWAP
US83007CAE21,96.8,2025-04-30,USD_SWAP
US491386AP30,106.33,2025-04-30,USD_SWAP
US01609WAY84,67.72,2025-04-30,USD_SWAP
US745332BW59,108.76,2025-04-30,USD_SWAP
US222793AA90,99.19,2025-04-30,USD_SWAP
US03770DAE31,100.19,2025-04-30,USD_SWAP
US00206RJZ64,76.93,2025-04-30,USD_SWAP
US37045XFC56,99.66,2025-04-30,USD_SWAP
US00206RHK14,93.01,2025-04-30,USD_SWAP
US913903BC31,92.73,2025-04-30,USD_SWAP
US00652MAH51,80.44,2025-04-30,USD_SWAP
US74432QBD60,110.17,2025-04-30,USD_SWAP
US16877PAA84,61.47,2025-04-30,USD_SWAP
US539439AW91,113.29,2025-04-30,USD_SWAP
US06654DAG25,69.61,2025-04-30,USD_SWAP
US50212YAQ70,98.94,2025-04-30,USD_SWAP
US668444AS14,60.6,2025-04-30,USD_SWAP
US037833DD98,78.48,2025-04-30,USD_SWAP
US713448CQ97,85.7,2025-04-30,USD_SWAP
US83368RBX98,101.15,2025-04-30,USD_SWAP
US58013MEF77,107.62,2025-04-30,USD_SWAP
US025816BF52,83.31,2025-04-30,USD_SWAP
US65345YAA01,98.28,2025-04-30,USD_SWAP
US87264AAX37,87.38,2025-04-30,USD_SWAP
US025816EH81,102.13,2025-04-30,USD_SWAP
US94106LBM00,58.48,2025-04-30,USD_SWAP
US67066GAH74,74.63,2025-04-30,USD_SWAP
US015271BC21,95.66,2025-04-30,USD_SWAP
US73102QAA40,103.15,2025-04-30,USD_SWAP
US15189WAD20,109.64,2025-04-30,USD_SWAP
US582839AF31,103.78,2025-04-30,USD_SWAP
US767201AL06,96.93,2025-04-30,USD_SWAP
US92857WBL37,94.3,2025-04-30,USD_SWAP
US29364WBJ62,72.36,2025-04-30,USD_SWAP
US172967NF48,69.03,2025-04-30,USD_SWAP
US05964HBD61,102.28,2025-04-30,USD_SWAP
US66989HAK41,82.36,2025-04-30,USD_SWAP
US771196BY74,59.84,2025-04-30,USD_SWAP
US341099CL11,108.58,2025-04-30,USD_SWAP
US641062AZ70,60.26,2025-04-30,USD_SWAP
US38141GA955,102.67,2025-04-30,USD_SWAP
US29365TAH77,89.06,2025-04-30,USD_SWAP
US00206RAG74,107.22,2025-04-30,USD_SWAP
US49427RAR30,75.11,2025-04-30,USD_SWAP
US655422AV53,102.86,2025-04-30,USD_SWAP
US636180BU48,100.45,2025-04-30,USD_SWAP
US209111EU37,112.39,2025-04-30,USD_SWAP
US427866BG25,61.14,2025-04-30,USD_SWAP
US26442TAE73,72.38,2025-04-30,USD_SWAP
US452308AQ28,93.52,2025-04-30,USD_SWAP
US85513LAB09,92.83,2025-04-30,USD_SWAP
US438516BB13,99.62,2025-04-30,USD_SWAP
US373334JR32,99.05,2025-04-30,USD_SWAP
US718172AC39,108.39,2025-04-30,USD_SWAP
US931142DW04,76.89,2025-04-30,USD_SWAP
US1301ETAA03,58.68,2025-04-30,USD_SWAP
US78409VAR50,50.88,2025-04-30,USD_SWAP
US110122DV75,77.46,2025-04-30,USD_SWAP
US585270AC58,98.69,2025-04-30,USD_SWAP
US037833DG20,78.7,2025-04-30,USD_SWAP
US744448BZ35,106.4,2025-04-30,USD_SWAP
US26442TAG22,62.78,2025-04-30,USD_SWAP
US713448FG88,62.25,2025-04-30,USD_SWAP
US66989HAH12,87.95,2025-04-30,USD_SWAP
US110122AU20,73.39,2025-04-30,USD_SWAP
US191216DL17,66.45,2025-04-30,USD_SWAP
US713448DP06,74.59,2025-04-30,USD_SWAP
US742718FK01,76.07,2025-04-30,USD_SWAP
US665772CJ60,75.52,2025-04-30,USD_SWAP
US361841AT63,97.5,2025-04-30,USD_SWAP
US89352HAB50,100.95,2025-04-30,USD_SWAP
US341081FB85,105.17,2025-04-30,USD_SWAP
US44107TBC99,96.96,2025-04-30,USD_SWAP
US58933YBB02,58.08,2025-04-30,USD_SWAP
US740816AM58,70.44,2025-04-30,USD_SWAP
US437076AU64,99.27,2025-04-30,USD_SWAP
US278062AE43,84.83,2025-04-30,USD_SWAP
US12572QAF28,99.57,2025-04-30,USD_SWAP
US91324PBK75,113.23,2025-04-30,USD_SWAP
US911312AN61,93.43,2025-04-30,USD_SWAP
US68666UAA34,100.88,2025-04-30,USD_SWAP
US494368BG77,98.79,2025-04-30,USD_SWAP
US05571AAS42,108.43,2025-04-30,USD_SWAP
US74456QAZ90,82.11,2025-04-30,USD_SWAP
US961214EG45,88.31,2025-04-30,USD_SWAP
US29245JAP75,99.94,2025-04-30,USD_SWAP
US12513GBL23,96.91,2025-04-30,USD_SWAP
US448579AS18,96.39,2025-04-30,USD_SWAP
US822582AN22,100.18,2025-04-30,USD_SWAP
US097023BK04,79.36,2025-04-30,USD_SWAP
US961214FW85,98.67,2025-04-30,USD_SWAP
US925650AK98,98.43,2025-04-30,USD_SWAP
US532457BZ08,54.66,2025-04-30,USD_SWAP
US46625HHV50,100.53,2025-04-30,USD_SWAP
US92976GAG64,102.12,2025-04-30,USD_SWAP
US38141GYK48,69.55,2025-04-30,USD_SWAP
US350930AD58,102.93,2025-04-30,USD_SWAP
US263901AA85,108.45,2025-04-30,USD_SWAP
US186108CE42,102.91,2025-04-30,USD_SWAP
US459200GS40,101.1,2025-04-30,USD_SWAP
US42824CAX74,103.53,2025-04-30,USD_SWAP
US05571AAY10,100.84,2025-04-30,USD_SWAP
US50212YAM66,98.19,2025-04-30,USD_SWAP
US40440VAK17,97.14,2025-04-30,USD_SWAP
US404280DX45,104.46,2025-04-30,USD_SWAP
US38148YAA64,84.57,2025-04-30,USD_SWAP
US302491AX31,96.53,2025-04-30,USD_SWAP
US341081FG72,83.72,2025-04-30,USD_SWAP
US666807BT82,95.95,2025-04-30,USD_SWAP
US00037BAC63,87.8,2025-04-30,USD_SWAP
US57636QAT13,65.78,2025-04-30,USD_SWAP
US15189XAM02,77.23,2025-04-30,USD_SWAP
US92343VGK44,76.28,2025-04-30,USD_SWAP
US540424AR93,84.66,2025-04-30,USD_SWAP
US61747YES00,97.23,2025-04-30,USD_SWAP
US92857WAQ33,105.13,2025-04-30,USD_SWAP
US94973VAN73,107.67,2025-04-30,USD_SWAP
US29082HAE27,100.89,2025-04-30,USD_SWAP
US165167DH73,98.56,2025-04-30,USD_SWAP
US361841AS80,105.11,2025-04-30,USD_SWAP
US341081FC68,102.86,2025-04-30,USD_SWAP
US11135FBJ93,77.57,2025-04-30,USD_SWAP
US94980VAG32,102.65,2025-04-30,USD_SWAP
US670346AH87,108.39,2025-04-30,USD_SWAP
US283677AW22,101.4,2025-04-30,USD_SWAP
US04020EAH09,98.66,2025-04-30,USD_SWAP
US26442CAA27,105.02,2025-04-30,USD_SWAP
US037833BH21,87.95,2025-04-30,USD_SWAP
US03040WAD74,110.14,2025-04-30,USD_SWAP
US418056BA46,100.67,2025-04-30,USD_SWAP
US713448EP96,65.32,2025-04-30,USD_SWAP
US665772CG22,93.23,2025-04-30,USD_SWAP
US44107TBB17,97.66,2025-04-30,USD_SWAP
US575718AG63,66.52,2025-04-30,USD_SWAP
US00973RAN35,93.89,2025-04-30,USD_SWAP
US615369AV78,68.5,2025-04-30,USD_SWAP
US842400FA61,96.24,2025-04-30,USD_SWAP
US914748AA64,73.65,2025-04-30,USD_SWAP
US037833CD08,80.61,2025-04-30,USD_SWAP
US74730DAE31,73.1,2025-04-30,USD_SWAP
US202795HT01,109.1,2025-04-30,USD_SWAP
US876030AL10,97.15,2025-04-30,USD_SWAP
US125523AJ93,92.7,2025-04-30,USD_SWAP
US50155QAN07,102.66,2025-04-30,USD_SWAP
US29245JAN28,100.15,2025-04-30,USD_SWAP
US927804FE92,107.58,2025-04-30,USD_SWAP
US87264ABL89,71.87,2025-04-30,USD_SWAP
US675553AA99,108.83,2025-04-30,USD_SWAP
US694308KU01,99.22,2025-04-30,USD_SWAP
US92343VDR24,92.82,2025-04-30,USD_SWAP
US92942HAA86,58.13,2025-04-30,USD_SWAP
US494368BL62,79.35,2025-04-30,USD_SWAP
US452308AR01,82.05,2025-04-30,USD_SWAP
US38143VAA70,102.64,2025-04-30,USD_SWAP
US74456QAV86,100.92,2025-04-30,USD_SWAP
US595112CE14,99.57,2025-04-30,USD_SWAP
US19416QEJ58,82.89,2025-04-30,USD_SWAP
US7591EPAV24,97.72,2025-04-30,USD_SWAP
US58013MEH34,102.31,2025-04-30,USD_SWAP
US09031WAE30,97.08,2025-04-30,USD_SWAP
US37045XFA90,96.48,2025-04-30,USD_SWAP
US34531XAB01,58.04,2025-04-30,USD_SWAP
US61772BAC72,73.86,2025-04-30,USD_SWAP
US17327CAR43,101.79,2025-04-30,USD_SWAP
US85771PAC68,96.25,2025-04-30,USD_SWAP
US37045XEV47,99.93,2025-04-30,USD_SWAP
US87612GAM33,98.16,2025-04-30,USD_SWAP
US92840VAS16,100.35,2025-04-30,USD_SWAP
US225401BB38,121.74,2025-04-30,USD_SWAP
US845743BL61,103.44,2025-04-30,USD_SWAP
US26442CAE49,105.44,2025-04-30,USD_SWAP
US641423BU11,111.0,2025-04-30,USD_SWAP
US837004CB48,105.28,2025-04-30,USD_SWAP
US05463HAC51,93.92,2025-04-30,USD_SWAP
US06051GJW06,75.01,2025-04-30,USD_SWAP
US91324PEE88,72.44,2025-04-30,USD_SWAP
